book,chapter,verse,content_mismatch_summary,issue_count,order_differs_from_greek_syntax_informational_only,tr_scrivener_sequence,db_sequence,content_mismatch_detail
Luk,7,25,strongs_mismatch,1,yes,ἀλλὰ τί ἐξεληλύθατε ἰδεῖν; ἄνθρωπον ἐν μαλακοῖς ἱματίοις ἠμφιεσμένον; ἰδοὺ οἱ ἐν ἱματισμῷ ἐνδόξῳ καὶ τρυφῇ ὑπάρχοντες ἐν τοῖς βασιλείοις εἰσίν.,αλλα τι εξεληλυθατε ιδειν ανθρωπον ημφιεσμενον εν μαλακοις ιματιοις ιδου οι εν ενδοξω ιματισμω και υπαρχοντες τρυφη εισιν εν ὁ βασιλειοις,"STRONGS MISMATCH: word text matches ('βασιλείοις'); expected Strong's (TR/TAGNT G0933, cross-walked to this DB's lexeme numbering: G0933) vs DB actual 'βασιλειοις'=G0934"
Luk,7,26,strongs_mismatch,1,no,ἀλλὰ τί ἐξεληλύθατε ἰδεῖν; προφήτην; ναὶ λέγω ὑμῖν· καὶ περισσότερον προφήτου.,αλλα τι εξεληλυθατε ιδειν προφητην ναι λεγω υμιν και περισσοτερον προφητου,"STRONGS MISMATCH: word text matches ('περισσότερον'); expected Strong's (TR/TAGNT G4054, cross-walked to this DB's lexeme numbering: G4054) vs DB actual 'περισσοτερον'=G4053"
Luk,7,28,extra_word,1,yes,Λέγω γὰρ ὑμῖν· μείζων ἐν γεννητοῖς γυναικῶν προφήτης τοῦ βαπτιστοῦ οὐδείς ἐστιν. ὁ δὲ μικρότερος ἐν τῇ βασιλείᾳ τοῦ θεοῦ μείζων αὐτοῦ ἐστιν.,ο γαρ λεγω υμιν εν γεννητοις γυναικων εστιν ουδεις μειζων προφητης ιωαννου ὁ βαπτιστου δε μικροτερος εν ὁ βασιλεια ὁ θεου εστιν μειζων αυτου,"EXTRA: DB has 'ιωαννου' (G2491), no TR counterpart anywhere in verse"
Luk,7,39,extra_word,1,yes,"ἰδὼν δὲ ὁ Φαρισαῖος ὁ καλέσας αὐτὸν εἶπεν ἐν ἑαυτῷ λέγων· οὗτος εἰ ἦν προφήτης, ἐγίνωσκεν ἂν τίς καὶ ποταπὴ ἡ γυνὴ ἥτις ἅπτεται αὐτοῦ ὅτι ἁμαρτωλός ἐστιν.¶",δε ιδων ὁ φαρισαιος ο καλεσας αυτον ιδων λεγων εν εαυτω ειπεν ουτος ει ην προφητης εγινωσκεν αν τις και ποταπη ὁ γυνη ητις απτεται αυτου οτι εστιν αμαρτωλος,"EXTRA: DB has 'ιδων' (G3708), no TR counterpart anywhere in verse"
Luk,8,7,strongs_mismatch,1,yes,"καὶ ἕτερον ἔπεσεν ἐν μέσῳ τῶν ἀκανθῶν, καὶ συμφυεῖσαι αἱ ἄκανθαι ἀπέπνιξαν αὐτό.",και ετερον επεσεν εν μεσω ὁ ακανθων και ὁ ακανθαι συμφυεισαι απεπνιξαν αυτο,"STRONGS MISMATCH: word text matches ('ἀπέπνιξαν'); expected Strong's (TR/TAGNT G0575, cross-walked to this DB's lexeme numbering: G0575) vs DB actual 'απεπνιξαν'=G0638"
Luk,8,12,word_substitution,1,yes,οἱ δὲ παρὰ τὴν ὁδόν εἰσιν οἱ ἀκούοντες εἶτα ἔρχεται ὁ διάβολος καὶ αἴρει τὸν λόγον ἀπὸ τῆς καρδίας αὐτῶν ἵνα μὴ πιστεύσαντες σωθῶσιν.,ο δε οι παρα ὁ οδον εισιν οι ακουοντες ειτα ερχεται διαβολος και αιρει ὁ λογον απο αυτων ὁ καρδιας ινα μη πιστευσαντες σωθωσιν,"DIFFERENT FORM: same Strong's G3588, TR 'τὴν' vs DB 'οι'"
Luk,8,14,mixed_content,2,yes,"τὸ δὲ εἰς τὰς ἀκάνθας πεσόν, οὗτοί εἰσιν οἱ ἀκούσαντες, καὶ ὑπὸ μεριμνῶν καὶ πλούτου καὶ ἡδονῶν τοῦ βίου πορευόμενοι συμπνίγονται καὶ οὐ τελεσφοροῦσιν.",δε το πεσον εις ὁ ακανθας εισιν ουτοι οι ακουσαντες πορευομενοι και συμπνιγονται υπο μεριμνων και πλουτου και ηδονων ὁ ὁ βιου και ου τελεσφορουσιν,"DIFFERENT FORM: same Strong's G3588, TR 'τὰς' vs DB 'οι' | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Luk,8,29,word_substitution,1,yes,"παρήγγειλεν γὰρ τῷ πνεύματι τῷ ἀκαθάρτῳ ἐξελθεῖν ἀπὸ τοῦ ἀνθρώπου· πολλοῖς γὰρ χρόνοις συνηρπάκει αὐτόν, καὶ ἐδεσμεῖτο ἁλύσεσιν καὶ πέδαις φυλασσόμενος, καὶ διαρρήσσων τὰ δεσμὰ ἠλαύνετο ὑπὸ τοῦ δαίμονος εἰς τὰς ἐρήμους.",γαρ παρηγγειλεν ὁ ακαθαρτω ὁ πνευματι εξελθειν απο ὁ ανθρωπου γαρ πολύς χρονοις συνηρπακει αυτον και φυλασσομενος εδεσμειτο αλυσεσιν και πεδαις και διαρρησσων ὁ δεσμα ηλαυνετο υπο ὁ δαιμονος εις ὁ ερημους,"DIFFERENT FORM: same Strong's G4183, TR 'πολλοῖς' vs DB 'πολύς'"
Luk,8,31,word_substitution,1,yes,καὶ παρεκάλει αὐτὸν ἵνα μὴ ἐπιτάξῃ αὐτοῖς εἰς τὴν ἄβυσσον ἀπελθεῖν.,και παρεκαλουν αυτον ινα μη επιταξη αυτοις απελθειν εις ὁ αβυσσον,"DIFFERENT FORM: same Strong's G3870, TR 'παρεκάλει' vs DB 'παρεκαλουν'"
Luk,8,50,strongs_mismatch,1,yes,ὁ δὲ Ἰησοῦς ἀκούσας ἀπεκρίθη αὐτῷ λέγων· μὴ φοβοῦ· μόνον πίστευε καὶ σωθήσεται.,ο δε ιησους ακουσας απεκριθη αυτω λεγων φοβου μη πιστευε μονον και σωθησεται,"STRONGS MISMATCH: word text matches ('μόνον'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440"
Luk,9,18,missing_word,1,yes,"Καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν προσευχόμενον κατὰ μόνας συνῆσαν αὐτῷ οἱ μαθηταί, καὶ ἐπηρώτησεν αὐτοὺς λέγων· τίνα με λέγουσιν οἱ ὄχλοι εἶναι;",τω και εγενετο εν αυτον ειναι καταμονας προσευχομενον ὁ μαθηται συνησαν αυτω και επηρωτησεν αυτους λεγων λεγουσιν ὁ οχλοι τινα με ειναι,"MISSING: TR has 'κατὰ' (G2596), no match anywhere in DB verse"
Luk,9,29,extra_word,1,yes,"καὶ ἐγένετο ἐν τῷ προσεύχεσθαι αὐτὸν τὸ εἶδος τοῦ προσώπου αὐτοῦ ἕτερον, καὶ ὁ ἱματισμὸς αὐτοῦ λευκὸς ἐξαστράπτων.",τω και εγενετο εν αυτον προσευχεσθαι ὁ ειδος ὁ αυτου ὁ προσωπου ετερον και αυτου ὁ ιματισμος λευκος εξαστραπτων,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Luk,9,34,extra_word,1,yes,ταῦτα δὲ αὐτοῦ λέγοντος ἐγένετο νεφέλη καὶ ἐπεσκίασεν αὐτούς. ἐφοβήθησαν δὲ ἐν τῷ εἰσελθεῖν εἰς τὴν νεφέλην.,τω δε αυτου ταυτα λεγοντος εγενετο νεφελη και επεσκιασεν αυτους δε εφοβηθησαν εν εκεινους εισελθειν εις ὁ νεφελην,"EXTRA: DB has 'εκεινους' (G1565), no TR counterpart anywhere in verse"
Luk,9,42,extra_word,1,yes,ἔτι δὲ προσερχομένου αὐτοῦ ἔρρηξεν αὐτὸν τὸ δαιμόνιον καὶ συνεσπάραξεν. ἐπετίμησεν δὲ ὁ Ἰησοῦς τῷ πνεύματι τῷ ἀκαθάρτῳ καὶ ἰάσατο τὸν παῖδα καὶ ἀπέδωκεν αὐτὸν τῷ πατρὶ αὐτοῦ.,τω δε αυτου ετι προσερχομενου δαιμονιον ερρηξεν αυτον και συνεσπαραξεν δε ὁ ιησους επετιμησεν ὁ ακαθαρτω ὁ πνευματι και ιασατο ὁ παιδα και απεδωκεν αυτον ὁ αυτου ὁ πατρι,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Luk,9,50,strongs_mismatch,2,yes,Καὶ Εἶπεν πρὸς αὐτὸν ὁ Ἰησοῦς· μὴ κωλύετε· ὃς γὰρ οὐκ ἔστιν καθ᾽ ἡμῶν ὑπὲρ ἡμῶν ἐστιν.¶,και ὁ ιησους ειπεν προς αυτον κωλυετε μη γαρ ος εστιν ουκ καθ ημων εστιν υπερ ημων,"STRONGS MISMATCH: word text matches ('ἡμῶν'); expected Strong's (TR/TAGNT G2257, cross-walked to this DB's lexeme numbering: G2257/G4771) vs DB actual 'ημων'=G1473 | STRONGS MISMATCH: word text matches ('ἡμῶν'); expected Strong's (TR/TAGNT G2257, cross-walked to this DB's lexeme numbering: G2257/G4771) vs DB actual 'ημων'=G1473"
Luk,9,51,extra_word,1,yes,Ἐγένετο δὲ ἐν τῷ συμπληροῦσθαι τὰς ἡμέρας τῆς ἀναλήμψεως αὐτοῦ καὶ αὐτὸς τὸ πρόσωπον αὐτοῦ ἐστήρισεν τοῦ πορεύεσθαι εἰς Ἰερουσαλήμ.,του τω δε εγενετο εν ὁ ημερας συμπληρουσθαι ὁ αυτου ὁ αναληψεως και αυτος εστηριξεν αυτου ὁ προσωπον πορευεσθαι εις ιερουσαλημ,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Luk,9,54,extra_word,1,yes,"ἰδόντες δὲ οἱ μαθηταὶ αὐτοῦ Ἰάκωβος καὶ Ἰωάννης εἶπαν· κύριε, θέλεις εἴπωμεν πῦρ καταβῆναι ἀπὸ τοῦ οὐρανοῦ καὶ ἀναλῶσαι αὐτούς ὡς καὶ Ἠλίας ἐποίησεν;",δε ιδοντες αυτου ὁ μαθηται ιακωβος και ιωαννης ιδοντες ειπον κυριε θελεις ειπωμεν πυρ καταβηναι απο ὁ ουρανου και αναλωσαι αυτους και ως ηλιας εποιησεν,"EXTRA: DB has 'ιδοντες' (G3708), no TR counterpart anywhere in verse"
Luk,9,61,extra_word,1,yes,"Εἶπεν δὲ καὶ ἕτερος· ἀκολουθήσω σοι, κύριε· πρῶτον δὲ ἐπίτρεψόν μοι ἀποτάξασθαι τοῖς εἰς τὸν οἶκόν μου.",δε ετερος και ειπεν κυριε ακολουθησω σοι δε επιτρεψον μοι πρωτον αποταξασθαι τοις εις ὁ μου ὁ οικον,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Luk,10,5,extra_word,1,yes,"εἰς ἣν δ᾽ ἂν οἰκίαν, πρῶτον λέγετε· εἰρήνη τῷ οἴκῳ τούτῳ.",δ εις ην αν οικιαν εισερχησθε πρωτον λεγετε ειρηνη τουτω ὁ οικω,"EXTRA: DB has 'εισερχησθε' (G1525), no TR counterpart anywhere in verse"
Luk,10,6,mixed_content,3,yes,"καὶ ἐὰν μέν ἐκεῖ ᾖ υἱὸς εἰρήνης, ἐπαναπαύσεται ἐπ᾽ αὐτὸν ἡ εἰρήνη ὑμῶν· εἰ δὲ μή γε, ἐφ᾽ ὑμᾶς ἀνακάμψει.",και ἐάν μεν υιος ειρηνης η εκει υμων ὁ ειρηνη επαναπαυσεται επ αυτον ει δε μηγε ανακαμψει εφ υμας,"MISSING: TR has 'μή' (G3361), no match anywhere in DB verse | MISSING: TR has 'γε,' (G1065), no match anywhere in DB verse | EXTRA: DB has 'μηγε' (G1490), no TR counterpart anywhere in verse"
Luk,10,7,extra_word,1,yes,ἐν αὐτῇ δὲ τῇ οἰκίᾳ μένετε ἐσθίοντες καὶ πίνοντες τὰ παρ᾽ αὐτῶν· ἄξιος γὰρ ὁ ἐργάτης τοῦ μισθοῦ αὐτοῦ ἐστίν. μὴ μεταβαίνετε ἐξ οἰκίας εἰς οἰκίαν.,δε εν αυτη ὁ οικια μενετε εσθιοντες και πινοντες τα αυτων παρ γαρ ὁ εργατης εστιν αξιος ὁ αυτου ὁ μισθου μεταβαινετε μη εξ οικιας εις οικιαν,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Luk,10,11,extra_word,1,yes,καὶ τὸν κονιορτὸν τὸν κολληθέντα ἡμῖν ἐκ τῆς πόλεως ὑμῶν ἀπομασσόμεθα ὑμῖν· πλὴν τοῦτο γινώσκετε ὅτι ἤγγικεν ἐφ᾽ ὑμᾶς ἡ βασιλεία τοῦ θεοῦ.,τον ὁ και ὁ κονιορτον εκ υμων ὁ πολεως κολληθεντα ημιν απομασσομεθα υμιν πλην γινωσκετε τουτο οτι ὁ βασιλεια ὁ θεου ηγγικεν εφ υμας,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Luk,10,22,missing_word,6,yes,"καὶ στραφείς πρός τούς μαθητάς εἶπεν πάντα μοι παρεδόθη ὑπὸ τοῦ πατρός μου, καὶ οὐδεὶς γινώσκει τίς ἐστιν ὁ υἱὸς εἰ μὴ ὁ πατήρ, καὶ τίς ἐστιν ὁ πατὴρ εἰ μὴ ὁ υἱὸς καὶ ᾧ ἐὰν βούληται ὁ υἱὸς ἀποκαλύψαι.¶",παντα παρεδοθη μοι υπο μου ὁ πατρος και ουδεις γινωσκει τις ὁ υιος εστιν εἰ μη ὁ πατηρ και τις ὁ πατηρ εστιν εἰ μη ὁ υιος και εαν ω ὁ υιος βουληται αποκαλυψαι,"MISSING: TR has 'στραφείς' (G4762), no match anywhere in DB verse | MISSING: TR has 'πρός' (G4314), no match anywhere in DB verse | MISSING: TR has 'μαθητάς' (G3101), no match anywhere in DB verse | MISSING: TR has 'εἶπεν' (G2036), no match anywhere in DB verse | MISSING: TR has 'τοῦ' (G3588), no match anywhere in DB verse | MISSING: TR has 'καὶ' (G2532), no match anywhere in DB verse"
Luk,10,24,extra_word,1,yes,"λέγω γὰρ ὑμῖν ὅτι πολλοὶ προφῆται καὶ βασιλεῖς ἠθέλησαν ἰδεῖν ἃ ὑμεῖς βλέπετε καὶ οὐκ εἶδαν, καὶ ἀκοῦσαι ἃ ἀκούετε καὶ οὐκ ἤκουσαν.¶",γαρ λεγω υμιν οτι πολλοι προφηται και βασιλεις ηθελησαν ιδειν α υμεις βλεπετε και ειδον ουκ ειδον και ακουσαι α ακουετε και ουκ ηκουσαν,"EXTRA: DB has 'ειδον' (G3708), no TR counterpart anywhere in verse"
Luk,10,27,extra_word,1,yes,"Ὁ δὲ ἀποκριθεὶς εἶπεν· ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης τῆς καρδίας σου καὶ ἐξ ὅλης τῆς ψυχῆς σου καὶ ἐξ ὅλης τῆς ἰσχύος σου καὶ ἐξ ὅλης τῆς διανοίας σου, καὶ τὸν πλησίον σου ὡς σεαυτόν.¶",τον ο δε ειπεν αποκριθεις ειπεν αγαπησεις κυριον σου ὁ θεον εξ ολης σου ὁ καρδιας και εξ ολης σου ὁ ψυχης και εξ ολης σου ὁ ισχυος και εξ ολης σου ὁ διανοιας και σου πλησιον ως σεαυτον,"EXTRA: DB has 'ειπεν' (G3004), no TR counterpart anywhere in verse"
